0,1,2,3,4,5,6,7
NPC2,HINT1,SMCO4,TNFRSF1A,CST3,PRF1,SLC4A7,HNRNPM
SRGN,TRAF3IP3,MAFB,CST7,LINC00926,GPR183,USP20,CASP4
GRN,RPS4X,LINC00926,LYZ,C16orf74,LINC00926,RP5-827C21.4,CD2
PYCARD,RPL13,NCF2,CDA,MAL,SELL,CD9,NDUFB10
IFITM3,RPS5,FCGR2A,IFITM3,PLBD1,RPS4X,ARMC7,SRP9
HLA-DQB1,KLRG1,GRN,LGALS3,FCGRT,DENND2D,ZMAT3,CSNK2B
AIF1,SAMD3,IFITM3,DOK2,SCGB3A1,LTB4R,DOK3,TYMP
IFI30,MAL,IGSF6,CTSW,OSCAR,CHI3L2,TPM1,LST1
SAT1,NKG7,APOBEC3A,LST1,HLA-DMB,ITM2A,TMEM116,UBE2L6
NKG7,ITM2A,ASGR1,FCN1,FTL,CD72,DENND5A,SNRPB
LGALS2,GIMAP5,NPC2,NKG7,LYZ,CD79A,TMEM140,ARF6
GSTP1,GZMK,ALDH2,LGALS2,FOLR3,RPS3A,ST7L,RBM39
OAZ1,CD79A,CTSS,GIMAP5,LST1,STK17A,ZNF195,PYCARD
CTSS,PRF1,GPX1,S100A9,FTH1,PLEKHF1,STAU2,ID2
S100A8,CD79B,FTL,CD247,GPX1,MALAT1,CAPN12,C1orf162
FTH1,HOPX,CDA,S100A8,FCN1,MAL,TBC1D15,TYROBP
LYZ,CCL5,CD79A,CST3,MS4A6A,RPS5,S100B,EIF3D
HLA-DQA1,GZMA,MS4A6A,GZMA,HLA-DQB1,LTB,VPS13A,NDUFB8-1
TYMP,AQP3,LYZ,GZMM,APOBEC3A,CCL5,MDP1,ATP5A1
FCN1,CST7,C1orf162,FYB,S100A8,RPS27A,GPR56,HLA-DPA1
HLA-DMA,ACAP1,FTH1,ID2,HLA-DRB1,TNFRSF4,RP11-18H21.1,TRAF3IP3
LST1,STK17A,TYMP,CD2,HLA-DMA,AQP3,FCRLA,ANAPC16
LGALS1,B2M,TYROBP,AIF1,S100A9,CST7,ATAD1,YWHAB
S100A9,RPS3A,FCN1,GIMAP4,HLA-DRA,GZMA,MALAT1,UBXN1
CST3,GZMM,LST1,LGALS1,RPL13,CD2,TIMM22,S100A11
FTL,CTSW,CST3,FCER1G,COTL1,HOPX,SNHG12,GIMAP7
FCER1G,CD247,FCER1G,SRGN,CD79A,CD247,S100A12,IL32
CD74,CD2,S100A9,TYROBP,FPR1,CTSW,MLLT6,PSMA7
HLA-DPB1,RPS27A,IFI30,S100A6,LGALS2,ACAP1,KLRB1,RBM3
TYROBP,IL32,HLA-DRA,S100A11,HLA-DQA1,RPL13,CPQ,PTPRCAP
HLA-DPA1,LTB,AIF1,GIMAP7,AIF1,GZMM,CRIP2,HINT1
HLA-DRA,MALAT1,LGALS2,IL32,LTB,IL32,LINC00926,CD48
HLA-DRB1,PTPRCAP,S100A8,S100A4,IFI30,PTPRCAP,CDA,SRSF5
